id,lat,lon,dbh,h1,h2,h3,h,wpDamage,canopy,dfAssoc,aspect,slope,date,comments,observer,loc
4051,47.5596424,-122.2508487,19,0,0,0,0,0,False,False,345,0,2024-02-17,14 ft snag; very old; log not evident,nate,none
4052,47.5592344,-122.2505654,40,NA,NA,3,4,0,False,False,10,NA,2024-02-17,one dead branch vz2 south facing,nate,none
4053,47.5592405,-122.2504842,6,0,1.5,3,1.5,0,False,False,35,5,2024-02-17,,nate,none
4054,47.5592007,-122.2504222,9,0,1,2.5,1.17,0,False,False,60,5,2024-02-17,,nate,garden
4055,47.5591964,-122.2501583,8,2,3,3,2.67,0,False,False,70,5,2024-02-17,recently falled df damaged one side,nate,garden
4056,47.5591776,-122.2501272,8,0,1,2,1,0,False,False,50,10,2024-02-17,doubtful to include; mostly killed by falling df,nate,garden
4059,47.5589043,-122.2499397,12,0.5,0,0.5,0.33,0,False,False,70,5,2024-02-17,,nate,garden
4060,47.558903,-122.2498801,5,0,1,2.5,1.17,0,False,False,85,10,2024-02-17,,nate,garden
4061,47.5588392,-122.2500061,17,1.5,2,3,2.5,0,False,False,80,5,2024-02-17,,nate,garden
4062,47.5587342,-122.2500148,6,0,0,2,0.67,0,False,False,65,5,2024-02-17,,nate,garden
4063,47.5586699,-122.2501738,19,0,0,3,1.33,0,False,False,55,5,2024-02-17,fine branchlets at bottom: dz? self-pruning?,nate,garden
4064,47.5585043,-122.2500393,28,NA,1,2,1.5,0,False,False,70,5,2024-02-17,,nate,garden
4065,47.5582473,-122.2501449,26,0,0,0,0,5,False,False,100,5,2024-02-17,wp5,nate,garden
4066,47.5582511,-122.2504598,15,0,0,0,0,0,False,False,65,5,2024-02-17,2006 annosus,nate,garden
4067,47.5582498,-122.2504215,30,0,0,0,0,3,False,False,80,5,2024-02-17,2006 annosus,nate,garden
4068,47.5582485,-122.25043,30,0,0,0,0,5,False,False,60,5,2024-01-17,snag 7 feet;2006 annosus?,eric,garden
4069,47.5582484,-122.2504088,16,0,0,0,0,0,False,False,70,5,2024-02-17,2006 annosus?,nate,garden
5001,47.5577355,-122.2526126,8,2,3,3,2.67,0,False,False,NA,NA,2024-02-18,,nate,garden
5002,47.5576518,-122.2524647,14,1,3,3,2.33,0,False,False,NA,NA,2024-02-18,,nate,garden
5003,47.5576266,-122.252288,5,3,3,3,3,0,False,True,NA,NA,2024-02-18,,nate,garden
5004,47.5575558,-122.2524486,8,3,3,3,3,0,False,False,NA,NA,2024-02-18,,nate,garden
5005,47.5574864,-122.2525831,2,2,3,3,2.67,0,False,False,NA,NA,2024-02-18,,nate,garden
5006,47.5574212,-122.2522595,2,2.5,3,3,2.83,0,False,False,NA,NA,2024-02-18,,nate,garden
5007,47.5574341,-122.2522599,2,2,3,3,2.67,0,False,False,NA,NA,2024-02-18,,nate,garden
5008,47.5571114,-122.2521992,18,2.5,3,3,3.17,0,False,False,NA,NA,2024-02-18,,nate,garden
5009,47.5571723,-122.2525693,1,3,3,3,3,0,False,False,NA,NA,2024-02-18,,nate,none
5010,47.5569402,-122.2520738,7,3,3,3,3,0,False,False,NA,NA,2024-02-18,,nate,garden
5011,47.5568628,-122.2519477,15,2,2,3,2.33,0,False,False,NA,NA,2024-02-18,,nate,garden
5012,47.5564286,-122.2525847,9,1,2,3,2,0,False,False,NA,NA,2024-02-18,,nate,none
5013,47.556458,-122.2526548,7,2.5,3,3,2.83,0,False,False,NA,NA,2024-02-18,,nate,none
5014,47.5561629,-122.2518334,7,3,3,3,3,0,False,False,NA,NA,2024-02-18,,nate,garden
5015,47.5563625,-122.2519695,12,3,3,3,3,0,False,False,NA,NA,2024-02-18,,nate,garden
5016,47.5566017,-122.251997,5,3,3,3,3,0,False,False,NA,NA,2024-02-18,,nate,garden
5017,47.5566404,-122.2519152,17,3,3,3,3.33,0,False,False,NA,NA,2024-02-18,,nate,garden
5018,47.5567284,-122.2517549,7,3,3,3,3,0,False,False,NA,NA,2024-02-18,,nate,garden
5019,47.5581158,-122.2499924,21,NA,2,3,3,0,False,False,NA,NA,2024-02-18,,nate,garden
5020,47.5581054,-122.2498482,20,NA,3,3,3.5,0,False,False,NA,NA,2024-02-18,,nate,garden
5021,47.5581054,-122.2498482,23,2.5,3,3,3.17,0,False,False,NA,NA,2024-02-18,,nate,garden
5022,47.5578312,-122.2499344,10,0,2,3,1.67,0,False,False,NA,NA,2024-02-18,,nate,garden
5023,47.5577063,-122.2498408,9,1.5,3,3,2.5,0,False,False,NA,NA,2024-02-18,,nate,garden
6000,47.5597433,-122.2503736,7,1,2,2,1.67,0,False,False,30,30,2024-02-25,,paul,none
6001,47.5598946,-122.2504427,18,2,2,3,2.67,0,True,False,30,30,2024-02-25,unclear whether low west branch is self- pruned or diseased,paul,none
6002,47.560246,-122.2505955,2,0,0,0,0,0,False,False,320,5,2024-02-25,six feet tall. fine branchlets covered with moss/lichen,paul,none
6003,47.560246,-122.2505955,1,1,1,2,1.33,0,False,False,320,5,2024-02-25,todo: is this 6004?,paul,none
6005,47.5607659,-122.2508477,2.5,2,3,3,2.67,0,False,True,330,5,2024-02-25,this and 6006 grow out of 6 ft diameter logged df stump,paul,none
6006,47.560773,-122.250814,6,2,3,3,2.67,0,False,True,360,10,2024-02-25,overall thin needles - lower branches bare probably due to self-pruning,paul,none
6007,47.5609713,-122.2516232,1,3,3,3,3,0,False,False,NA,0,2024-02-25,planted; tag has lost all color; orange inferred from 6009 and 6010,paul,none
6008,47.5611259,-122.2516724,1.5,2,3,3,2.67,0,False,True,290,5,2024-02-25,grows off base of old stump (which might be hemlock),paul,none
6009,47.5610476,-122.2517482,0.5,3,3,3,3,0,False,False,260,10,2024-02-25,planted - trace of orange on tag,paul,none
6010,47.5610098,-122.2520235,0.5,3,3,3,3,0,False,False,275,5,2024-02-25,planted; orange trace on tag; six feet tall,paul,none
6011,47.5612526,-122.2523484,1,1,3,3,2.33,0,False,False,300,5,2024-02-25,,paul,none
6012,47.5611652,-122.2530907,3,2,2.5,3,2.5,0,False,False,330,10,2024-02-25,10 feet from seasonal stream - running now; todo: mislabeled as 6011,paul,none
137,47.5592231,-122.2499964,3,2,2,3,2.33,0,False,True,70,10,2024-02-25,grows out of a maple stump,eric,none
138,47.5592905,-122.2500836,7,0,0,2,0.67,0,False,False,70,10,2024-02-25,,eric,garden
139,47.5610856,-122.2512819,17,0.5,1.5,3,2,0,True,False,340,10,2024-02-25,,eric,none
140,47.5612193,-122.251473,6,2,3,3,2.67,0,False,False,340,10,2024-02-25,,eric,none
142,47.5612526,-122.2519125,5,1,2,3,2,0,False,False,340,10,2024-02-25,,eric,none
143,47.5612897,-122.2521217,12,0,2.5,3,1.83,0,False,False,290,5,2024-02-25,,eric,none
144,47.5612897,-122.2521217,3,2.5,3,3,2.83,0,False,False,280,5,2024-02-25,,eric,none
6020,47.5580237,-122.2497141,31,NA,NA,3,4,0,True,False,40,20,2024-02-27,,paul,garden
6021,47.5580918,-122.2495934,18,0,0,0,0,0,True,False,40,20,2024-02-27,uprooted;fine branches at top;recent. ,paul,garden
6022,47.5581362,-122.2496092,8.5,0,0,1.5,0.5,0,False,False,40,20,2024-02-27, very thin needles at top; surplus cones,paul,garden
6023,47.5581445,-122.2494982,6,NA,2,3,2.5,0,False,False,40,20,2024-02-27, broken top. 16 ft tall. dougFir-like lower bark,paul,garden
6024,47.558121,-122.2492967,15,2,2,3,2.33,0,True,False,40,20,2024-02-27,  lots of pruning vz 0; one fine branch; no dz evident ,paul,garden
6025,47.5581029,-122.2493322,22,NA,NA,3,4,0,True,False,40,20,2024-02-27,  cluster of fine branches vz 0. And 1 East facing 0-16 ft. Much pruning north and west,paul,garden
6026,47.5576282,-122.2489896,43,NA,NA,3,4,0,True,False,40,20,2024-02-27,  50 ft north of hatchery fence nw corner,paul,none
6027,47.5575794,-122.2490161,28,0,0,0,0,3,False,False,40,20,2024-02-27, 7 ft stump,paul,none
6028,47.5575151,-122.2489705,9.5,3,2,3,2.67,0,False,False,40,20,2024-02-27, ,paul,none
6029,47.5573922,-122.2493336,25,0,0,0,0,5,False,False,40,20,2024-02-27, 28 ft. Snag,paul,garden
6030,47.5575171,-122.2493004,34,NA,2,3,3,0,True,False,80,10,2024-02-27,  vz 2 mix of self-pruning and health; Lots of holly nearby,paul,garden
6031,47.5574468,-122.2492715,6,3,3,3,3,0,False,False,80,15,2024-02-27, ,paul,garden
6032,47.5573787,-122.2494177,6,1,3,3,2.33,0,False,False,80,15,2024-02-27,  ,paul,garden
6033,47.5573792,-122.2494185,1,NA,2,3,2.5,0,False,True,80,15,2024-02-27,   grows out of a log  log ,paul,garden
6034,47.5574257,-122.2494023,30,NA,2,3,3,0,True,False,100,15,2024-02-27,  ,paul,garden
6035,47.5574404,-122.2493641,4.5,0,2,3,1.67,0,False,False,100,15,2024-02-27,  ,paul,garden
6036,47.557425,-122.2492296,35,NA,2,3,3,2,True,False,100,15,2024-02-27,  ,paul,garden
6037,47.5575669,-122.2495049,28,2,NA,3,3,0,True,False,110,30,2024-02-27, ,paul,garden
6038,47.5575563,-122.2496383,10,3,3,3,3,0,False,False,110,30,2024-02-27, ,paul,garden
6039,47.5575585,-122.2495126,36,0,0,0,0,0,True,False,110,30,2024-02-27,   35 ft  snag,paul,garden
400,47.5582031,-122.2496601,18,NA,NA,2.5,3.5,0,True,False,90,10,2024-02-27,,muwei,garden
401,47.558109,-122.2496108,24,NA,NA,3,4,0,True,False,90,15,2024-02-27,,muwei,garden
402,47.5580674,-122.2496947,24,NA,2.5,3,3.25,0,True,False,90,20,2024-02-27,,muwei,garden
403,47.5581511,-122.2497185,20,NA,1.5,2,1.75,0,True,False,90,15,2024-02-27,,muwei,garden
404,47.5582326,-122.2497537,12,NA,2,2.5,2.25,0,True,False,90,15,2024-02-27,likely breaking through the canopy and shedding lower branches naturally,muwei,garden
405,47.5580617,-122.2497721,19,NA,2,3,3,0,True,False,60,15,2024-02-27,,muwei,garden
406,47.5581007,-122.2496869,21,2,2.5,3,2.83,0,True,False,60,15,2024-02-27,,muwei,garden
407,47.5579448,-122.2495783,35,NA,NA,3,4,0,True,False,90,15,2024-02-27,,muwei,garden
408,47.5580581,-122.2496393,6.5,1,2,3,2,0,False,False,90,20,2024-02-27,,muwei,garden
409,47.5580737,-122.2496558,8.5,NA,2,3,2.5,0,False,False,90,20,2024-02-27,,muwei,garden
410,47.5579583,-122.2493929,8.5,NA,2,2.5,2.25,0,False,False,90,20,2024-02-27,,muwei,garden
145,47.5578893,-122.2502589,29,0,0,0,0,4,True,False,90,5,2024-03-02, snag: 55 ft.,eric,garden
146,47.5578255,-122.2503364,13,NA,1.5,3,2.25,0,False,False,90,5,2024-03-02,growing out of a maple tree a few feet off the ground - had to climb it.,eric,garden
147,47.5576594,-122.2500611,13,2,3,3,2.67,0,True,False,90,5,2024-03-02,,eric,garden
148,47.5576594,-122.2500611,18,0,0,0,0,2,False,False,90,5,2024-03-02,Fallen tree - looks somewhat recent,eric,garden
149,47.5576746,-122.250446,12,0,0,0,0,0,False,False,90,5,2024-03-02,Fallen tree - looks somewhat recent,eric,garden
150,47.5577414,-122.2502281,13,1.5,2.5,3,2.33,0,True,False,90,5,2024-03-02,,eric,garden
151,47.557726,-122.2502338,9,0.5,2,3,1.83,0,True,False,90,5,2024-03-02,,eric,garden
152,47.5577447,-122.2502241,10,2.5,2,2.5,2.33,0,True,False,90,5,2024-03-02,Very strange snag. Looks like a normal tree but is chopped off 20 feet up.,eric,garden
153,47.5576746,-122.250446,13,0,0,0,0,0,False,False,90,5,2024-03-02,Fallen tree - looks somewhat recent,eric,garden
154,47.5575334,-122.2503437,13,3,3,3,3,0,False,False,90,5,2024-03-02,,eric,garden
155,47.5575334,-122.2503437,4,0,0,0,0,0,False,False,120,5,2024-03-02,Fallen young tree - looks somewhat recent,eric,garden
156,47.5575269,-122.2503531,8,NA,2,3,2.5,0,False,False,120,5,2024-03-02,,eric,garden
157,47.5575088,-122.2503867,6,1,1.5,3,1.83,0,False,False,120,5,2024-03-02,,eric,garden
158,47.5575228,-122.2503645,5,0,2,3,1.67,0,False,False,120,5,2024-03-02,,eric,garden
159,47.5575228,-122.2503645,5,0,1,2,1,0,False,False,120,5,2024-03-02,,eric,garden
160,47.5573823,-122.2504701,4,1.5,2.5,2.5,2.17,0,False,True,120,5,2024-03-02,out of big df stump,eric,garden
161,47.5573823,-122.2504701,4,0,3,3,2,0,False,True,120,5,2024-03-02,out of big df stump,eric,garden
162,47.5573823,-122.2504701,3,1.5,2,3,2.17,0,False,True,120,5,2024-03-02,out of big df stump,eric,garden
163,47.557378,-122.2504779,6,0,0,0,0,0,False,False,120,5,2024-03-02,fallen tree,eric,garden
164,47.5573531,-122.2505986,24,2,2,3,2.67,0,False,False,120,5,2024-03-02,,eric,garden
165,47.5573375,-122.2506378,26,NA,3,3,3.5,0,True,False,120,10,2024-03-02,,eric,garden
166,47.5573375,-122.2506378,27,NA,2,3,3,0,True,False,120,10,2024-03-02,,eric,garden
167,47.5573375,-122.2506378,18,1,1.5,3,2.17,0,True,False,120,10,2024-03-02,,eric,garden
168,47.5573375,-122.2506378,18,1,1.5,3,2.17,0,True,False,120,10,2024-03-02,,eric,garden
169,47.5573178,-122.2507008,4,1,2,2.5,1.83,0,False,False,120,10,2024-03-02,,eric,garden
170,47.5572481,-122.2509318,28,0,0,0,0,0,False,False,330,5,2024-03-02,snag - 45 feet,eric,garden
171,47.5573488,-122.2509841,32,NA,NA,3,4,0,True,False,330,5,2024-03-02,,eric,garden
172,47.5571834,-122.2508869,5,0,1.5,1.25,0.92,0,False,False,330,5,2024-03-02,,eric,garden
173,47.557108,-122.2509057,5,0,1.5,2,1.17,0,False,False,80,5,2024-03-02,,eric,garden
174,47.5570775,-122.2508111,7,1,2.5,3,2.17,0,False,False,80,10,2024-03-02,,eric,garden
175,47.5571366,-122.2505734,22,NA,2,3,3,0,False,False,70,5,2024-03-02,,eric,garden
176,47.5571223,-122.2505546,26,NA,NA,3,4,0,True,False,70,5,2024-03-02,,eric,garden
177,47.5571223,-122.2505546,31,0,0,0,0,3,False,False,70,5,2024-03-02, snag 45 ft.,eric,garden
411,47.5578224,-122.2501238,16,0,0,0,0,0,True,False,90,15,2024-03-02,fallen log,muwei,garden
412,47.5576615,-122.2500329,30,0,0,0,0,0,True,False,90,10,2024-03-02,10 foot snag,muwei,garden
413,47.5575398,-122.2501868,8.5,2,2.5,3,2.5,0,False,False,120,10,2024-03-02,,muwei,garden
414,47.5574649,-122.2502096,1,1,2,3,2,0,False,True,90,15,2024-03-02,,muwei,garden
415,47.5575409,-122.2503364,0.5,3,3,3,3,0,False,True,90,15,2024-03-02,,muwei,garden
416,47.5575058,-122.2502995,1,2,3,3,2.67,0,False,True,90,15,2024-03-02,,muwei,garden
418,47.557413,-122.2501932,3.5,1,1.5,2.5,1.67,0,False,True,120,20,2024-03-02,,muwei,garden
419,47.557332,-122.2504909,8,NA,2.5,3,2.75,0,False,False,90,20,2024-03-02,,muwei,garden
420,47.5572701,-122.2504051,4.5,NA,0,3,1.5,0,False,False,90,20,2024-03-02,,muwei,garden
421,47.5571284,-122.2505691,22.5,2.5,3,3,3.17,0,True,False,90,20,2024-03-02,missing top,muwei,garden
422,47.5571501,-122.250502,5,2,3,3,2.67,0,False,False,60,25,2024-03-02,,muwei,garden
423,47.5572977,-122.2506877,8,0,2.5,3,1.83,0,False,False,60,25,2024-03-02,,muwei,garden
424,47.5572449,-122.2506582,28,NA,NA,3,4,0,True,False,99,25,2024-03-02,zone 1 and 2 some failing branches - likely self-pruning,muwei,garden
425,47.5571673,-122.2506304,5,2,2.5,3,2.5,0,False,False,60,25,2024-03-02,,muwei,garden
426,47.5570859,-122.2507558,3.5,2.5,3,3,2.83,0,False,False,60,30,2024-03-02,,muwei,garden
427,47.5570264,-122.2507065,8,0,0,0,0,0,False,False,50,5,2024-03-02,very recently died,muwei,garden
5027,47.5556534,-122.2505231,5.5,3,3,3,3,0,False,True,90,5,2024-03-02,growing out of df stump,nate,garden
5028,47.5556672,-122.2505483,5.5,3,3,3,3,0,False,True,90,5,2024-03-02,growing out of stump,nate,garden
5029,47.5557068,-122.2505489,7,3,3,3,3,0,False,True,90,5,2024-03-02,growing out of stump,nate,garden
5030,47.5557305,-122.2506056,9,2.5,3,3,2.83,0,False,False,80,5,2024-03-02,,nate,garden
5031,47.5557867,-122.2505124,5,3,3,3,3,0,False,False,85,5,2024-03-02,,nate,garden
5032,47.555819,-122.2507957,22,3,3,3,3.33,0,False,False,250,5,2024-03-02,,nate,garden
5033,47.555922,-122.2508031,8,3,3,3,3,0,False,False,240,5,2024-03-02,,nate,garden
5034,47.5559428,-122.2506281,5,3,3,3,3,0,False,False,80,5,2024-03-02,,nate,garden
5035,47.5560521,-122.2507069,4,3,3,3,3,0,False,False,85,5,2024-03-02,,nate,garden
5036,47.5561156,-122.2508108,2,3,3,3,3,0,False,True,235,1,2024-03-02,growing out of doug fir log,nate,garden
5037,47.556058,-122.2509995,5,2,3,3,2.67,0,False,False,215,1,2024-03-02,,nate,garden
5039,47.5561808,-122.2506126,33,3,3,3,3.33,0,True,False,110,5,2024-03-02,,nate,garden
5040,47.5562808,-122.2506656,5,2,2,2,2,0,False,False,110,5,2024-03-02,,nate,garden
5041,47.5561881,-122.250329,39,NA,3,3,3.5,0,True,False,125,5,2024-03-02,,nate,garden
5042,47.556148,-122.2504118,30,NA,3,3,3.5,0,True,False,120,5,2024-03-02,,nate,garden
5043,47.5562396,-122.2503682,16,3,3,3,3.33,0,False,False,110,5,2024-03-02,,nate,garden
6100,47.5552364,-122.2495609,26,NA,2,3,3,0,True,False,NA,0,2024-03-02,natural pruning at level 2; flat,paul,garden
6101,47.5556839,-122.2504359,36,3,3,3,3.33,0,True,False,80,30,2024-03-02,,paul,garden
6102,47.5557815,-122.2503639,35,NA,NA,3,4,0,True,False,80,30,2024-03-02,,paul,garden
6103,47.5559523,-122.2504554,17,NA,2,3,3,0,True,False,70,25,2024-03-02,low branch needles show some brown. . Might be a sign of self pruning OR dz,paul,garden
6104,47.5559878,-122.2504614,10,NA,2,2,2,0,False,False,70,10,2024-03-02,bottom lack of needles seems more self-pruning - not disease,paul,garden
6105,47.5560177,-122.2503018,9,2,2.5,2.5,2.33,0,False,False,70,30,2024-03-02,needles all 3 sections - but a little thin,paul,garden
6106,47.5561261,-122.2502536,3,3,3,3,3,0,False,True,100,20,2024-03-02,grows out of base of fallen doug fir,paul,garden
6107,47.5561485,-122.2502157,3,3,3,3,3,0,False,True,100,35,2024-03-02,base of doug fir now fallen hemlock is now horizontal,paul,garden
6108,47.556148,-122.250215,3,2,3,3,2.67,0,False,True,100,35,2024-03-02, 12 feet normal vertical growth out of another hemlock stump near 6107,paul,garden
6109,47.5561475,-122.2502145,27,0,0,0,0,0,False,False,100,35,2024-03-02,10 years fallen?,paul,garden
6110,47.5559604,-122.2501345,5,NA,3,3,3,0,False,True,65,20,2024-03-02,grows out of 6 ft cut df stump,paul,garden
6112,47.5558444,-122.2503317,11,3,3,3,3,0,False,False,75,30,2024-03-02, 6 feet east southeast of 6102,paul,garden
6113,47.5557554,-122.2501875,4,0,0,0,0,0,False,False,75,30,2024-03-02,strange 6 ft tree; broken top; fine branches and cones survive,paul,garden
6114,47.5556495,-122.2503092,24,0,0,0,0,0,False,False,70,30,2024-03-02,fallen 10-20 years ago?,paul,garden
6115,47.5556495,-122.250308,0.5,3,3,3,3,0,False,True,70,30,2024-03-02, 3 foot sampling growing out of a doug fir stump,paul,garden
6116,47.5556767,-122.2499615,18,NA,1,3,2.5,0,True,False,55,15,2024-03-02,,paul,garden
6117,47.5559444,-122.2499967,7,1,1,2,1.33,0,False,False,50,10,2024-03-02,may be actively dying down low,paul,garden
6118,47.5560399,-122.2502207,37,NA,NA,3,4,0,True,False,50,10,2024-03-02,few zone 0 and 1 branches failing but not from dz. Pruning more likely,paul,garden
178,47.5569963,-122.2505838,20,NA,2.5,3,3.25,0,True,False,80,10,2024-03-03,,eric,garden
179,47.5571773,-122.2505328,28,NA,2.5,3,3.25,0,True,False,80,10,2024-03-03,,eric,garden
180,47.5571476,-122.2505452,34,1,3,3,2.67,0,False,False,80,10,2024-03-03,,eric,garden
181,47.5572237,-122.2503334,27,0,1.5,2.5,1.67,0,True,False,80,10,2024-03-03,,eric,garden
182,47.5572187,-122.2502572,25,0,1,3,1.67,0,True,False,80,10,2024-03-03,,eric,garden
183,47.5570999,-122.2506458,3,1,1.75,3,1.92,0,True,False,80,10,2024-03-03,,eric,garden
184,47.5570689,-122.2507018,20,NA,1.5,2.5,2.5,0,True,False,80,10,2024-03-03,,eric,garden
185,47.5570225,-122.2506958,13,NA,2,3,2.5,0,False,False,220,5,2024-03-03,,eric,garden
186,47.5569205,-122.2508044,6,0,NA,1.5,0.75,0,False,False,220,5,2024-03-03,,eric,garden
187,47.5569092,-122.2508235,14,1.5,2,2.5,2,0,False,False,220,5,2024-03-03,,eric,garden
188,47.5568562,-122.2508614,6,1,NA,1,1,0,False,False,220,5,2024-03-03,,eric,garden
189,47.5568562,-122.2508614,6,NA,NA,1,1,0,False,False,220,5,2024-03-03,,eric,garden
190,47.5568562,-122.2508614,44,3,3,3,3.33,0,True,False,220,5,2024-03-03,,eric,garden
191,47.5567696,-122.2506773,12,NA,2.5,3,2.75,0,False,False,220,5,2024-03-03,,eric,garden
192,47.5567223,-122.2510394,5,NA,2,2.5,2.25,0,False,False,220,5,2024-03-03,,eric,garden
193,47.556737,-122.2510549,5,0,0.5,1,0.5,0,False,False,220,5,2024-03-03,,eric,garden
194,47.5566702,-122.2510156,16,NA,3,3,3.5,0,False,False,220,5,2024-03-03,,eric,garden
195,47.5567096,-122.2508242,14,NA,1.5,2,1.75,0,True,False,220,5,2024-03-03,,eric,garden
196,47.5567096,-122.2508242,16,NA,1.5,2.5,2.5,0,True,False,220,5,2024-03-03,,eric,garden
197,47.5567096,-122.2508242,19,NA,1.5,2.5,2.5,0,True,False,220,5,2024-03-03,,eric,garden
198,47.5566754,-122.2508544,3,NA,1.5,2,1.75,0,False,False,220,5,2024-03-03,,eric,garden
199,47.5566207,-122.2510602,41,0,0,0,0,3,False,False,220,3,2024-03-03,40 foot snag,eric,garden
200,47.5565908,-122.2511256,16,NA,1.5,2,1.75,0,False,False,220,5,2024-03-03,50 foot snag;NA-1-1.5 if counting live needles;broken top,eric,garden
201,47.5565616,-122.2510757,7,0,0,0,0,0,False,False,220,5,2024-03-03,13 foot snag,eric,garden
202,47.556598,-122.251255,33,0,0,0,0,1,False,False,220,5,2024-03-03,Cannot see the top; not sure if a snag or just dying. 70-80 ft.,eric,garden
203,47.556534,-122.2508604,29,NA,1.5,3,2.75,0,False,False,220,5,2024-03-03,,eric,garden
204,47.556534,-122.2508604,20,NA,NA,2.25,3.25,0,False,False,220,5,2024-03-03,,eric,garden
205,47.5566361,-122.2507132,28,NA,3,3,3.5,0,True,False,220,5,2024-03-03,,eric,garden
206,47.5565173,-122.2506371,20,NA,1.5,2.5,2.5,0,True,False,220,5,2024-03-03,,eric,garden
207,47.5565173,-122.2506371,5,NA,1.5,2,1.75,0,False,False,80,10,2024-03-03,,eric,garden
208,47.5565155,-122.2505788,34,NA,1.5,1,1.25,0,True,False,80,10,2024-03-03,,eric,garden
209,47.5565211,-122.2504785,26,1.5,2.5,3,2.67,0,False,False,80,10,2024-03-03,,eric,garden
210,47.5565906,-122.2505577,2,1,1.5,2.5,1.67,0,False,False,220,5,2024-03-03,,eric,garden
6119,47.5561496,-122.2499159,36,0,0,0,0,0,False,False,90,25,2024-03-03,16 ft snag,paul,garden
6120,47.5562175,-122.2497728,23,NA,2,3,3,0,True,False,90,25,2024-03-03,,paul,garden
6121,47.5562218,-122.249581,8,3,3,3,3,0,False,False,90,30,2024-03-03,perfect young tree. branches all levels all directions. 35 ft?,paul,garden
6122,47.5562906,-122.2497543,12,NA,NA,3,3,0,True,False,90,35,2024-03-03,,paul,garden
6123,47.5563863,-122.2497295,19,NA,NA,3,4,0,True,False,90,35,2024-03-03,6124 & 6125 close by,paul,garden
6124,47.5563858,-122.2497295,20,NA,NA,3,4,0,True,False,90,25,2024-03-03,,paul,garden
6125,47.5563863,-122.2497393,10,3,3,3,3,0,False,False,90,25,2024-03-03,not quite to canopy,paul,garden
6126,47.556291,-122.2499136,16,3,3,3,3.33,0,True,False,110,45,2024-03-03,,paul,garden
6127,47.5564745,-122.2500521,31,3,3,3,3.33,0,True,False,80,40,2024-03-03,anticorrelated fern health: everywhere dead,paul,garden
6128,47.5565854,-122.249989,27,NA,3,3,3.5,0,True,False,80,40,2024-03-03,,paul,garden
6129,47.5564833,-122.2500638,25,NA,3,3,3.5,0,True,False,80,5,2024-03-03,back on the flat,paul,garden
6130,47.5566204,-122.2502676,40,NA,NA,3,4,0,True,False,80,5,2024-03-03,,paul,garden
6131,47.5564417,-122.2501845,22,0,0,0,0,0,True,False,80,5,2024-03-03,18 ft snag,paul,garden
6132,47.5563143,-122.2501842,18,NA,NA,3,4,0,True,False,80,5,2024-03-03,,paul,garden
6133,47.5563247,-122.250095,31,1,3,3,2.67,0,True,False,80,5,2024-03-03,big canopy tree yet lower branches with lot of cones and losing needles. Atypical pruning?,paul,garden
6135,47.556491,-122.2504239,40,0,0,0,0,0,True,False,80,5,2024-03-03,massive fallen tree,paul,garden
6136,47.556761,-122.2505429,9,3,3,3,3,0,True,False,60,15,2024-03-03,,paul,garden
6137,47.5567544,-122.2503753,7,0,0,1.5,0.5,0,True,False,60,15,2024-03-03,,paul,garden
6138,47.5568227,-122.2504145,12,NA,NA,3,3,0,True,False,60,15,2024-03-03,young but emerging into canopy. Mixed lower branches. No sign of disease,paul,garden
6139,47.5568666,-122.2505664,18,NA,3,3,3.5,0,True,False,60,15,2024-03-03,,paul,garden
6140,47.5568076,-122.2504443,41,NA,3,3,3.5,0,True,False,60,15,2024-03-03,,paul,garden
6141,47.5568119,-122.2505228,5,3,3,3,3,0,False,False,60,15,2024-03-03,,paul,garden
6142,47.5568119,-122.2505228,22,0,0,0,0,0,False,False,60,15,2024-03-03,uprooted last 2-5 years?,paul,garden
6143,47.5569395,-122.250439,31,NA,3,3,3.5,0,True,False,40,30,2024-03-03,sword fern monoculture dying here,paul,garden
6144,47.5569897,-122.2502465,11,3,3,3,3,0,False,False,40,30,2024-03-03,,paul,garden
6145,47.5570277,-122.2500108,25,NA,NA,3,4,0,True,False,85,20,2024-03-03,cherry laurel 100 feet north,paul,garden
6146,47.5568983,-122.2497815,20,NA,NA,2.6,3.6,0,True,False,85,10,2024-03-03,canopy layer needles might be a little thin,paul,garden
6147,47.5568187,-122.2496735,28,NA,NA,3,4,0,True,False,85,10,2024-03-03,,paul,garden
2021-001,47.558333,-122.250825,10.5,0,1.5,3,1.5,0,False,False,NA,NA,2021-07-05,,pshannon,none
2021-002,47.55855,-122.25139,10,0,3,3,2,0,False,False,NA,NA,2021-07-14,,all,none
2021-003,47.558316,-122.250828,35,0,1.5,3,1.83,0,False,False,NA,NA,2021-07-14,,all,none
2021-004,47.55785,-122.25077,8,0,0,1.5,0.5,0,False,False,NA,NA,2021-07-14,,all,garden
2021-005,47.557763,-122.250862,12,0,0,0,0,0,False,False,NA,NA,2021-07-14,,all,garden
2021-006,47.55779,-122.250823,27,0,1.5,3,1.83,0,False,False,NA,NA,2021-07-14,,all,garden
2021-007,47.55788,-122.25083,22,0,1.5,3,1.83,0,False,False,NA,NA,2021-07-14,,all,garden
2021-008,47.557862,-122.250839,31,0,1.5,3,1.83,0,False,False,NA,NA,2021-07-14,,all,garden
2021-009,47.557847,-122.250935,6,0,1.5,3,1.5,0,False,False,NA,NA,2021-07-14,,all,garden
